Authors,Dates
['Rowley P T'],1978-1-1
"['Szabó L', 'Somogyi E', 'Soós M']",1978-1-1
"['Faed M J', 'Mourelatos D']",1978-3-1
"['Edwards Y', 'Swallow D']",1978-3-23
"['Neistadt E L', 'Gershanovich M L', 'Kolygin B A', 'Ogorodnikova B N', 'Fedoreev G A', 'Chekharina E A', 'Filov V A']",1978-1-1
"['Leon W', 'Fouts D L', 'Manning J']",1978-2-1
['Knudson A G'],1978-3-1
"['Katayama K P', 'Chaloupka C', 'Mattingly R F']",1978-3-1
"['Fisher E R', 'Paulson J D']",1978-3-1
"['Ferrell R E', 'Nunez A', 'Bertin T', 'Labarthe D R', 'Schull W J']",1978-3-1
"['MacNair M R', 'Parker G A']",1978-2-1
"['Parker G A', 'MacNair M R']",1978-2-1
"['Hodes M E', 'Cole J', 'Palmer C G', 'Reed T']",1978-2-1
"['Mayou B J', 'Armon P', 'Lindenbaum R H']",1978-4-1
"['Cobon A M', 'Lilly L J', 'Newton M F', 'Hobbiger F']",1978-3-1
"['Bain A D', 'Bowser-Riley S M', 'Smith I I', 'Scrimgeour J B']",1978-4-29
"['Golomb H M', 'Lindgren V', 'Rowley J D']",1978-4-1
"['Chastang C', 'Grèmy F']",1978-3-1
"['Bocian E', 'Ziemb-Zak B', 'Rosiek O', 'Sablinski J']",1978-1-1
['Manuelidis L'],1978-3-22
['Duncan P A'],1978-4-1
['Sassaman C'],1978-3-1
"['Smouse P E', 'Ward R H']",1978-3-1
"[""Chebotar' N A""]",1978-3-1
"['Krasovskiĭ G N', 'Sokolovskiĭ V V', 'Vashavskaia S P']",1978-3-1
"['Katosova L D', 'Pavlenko G I', 'Chirkova E M', 'Domshlak M G']",1978-2-1
"['Tharapel A T', 'Summitt R L']",1978-3-17
"['Lefranc G', 'Rivat L', 'Serre J L', 'Lalouel J M', 'Pison G', 'Loiselet J', 'Ropartz C', 'de Lange G', 'van Loghem E']",1978-3-17
"['Pruslin F H', 'Rodman T C']",1978-3-1
"['Chesebro B', 'Wehrly K']",1978-4-1
"['Bernstein R', 'Hakim C', 'Hardwick B', 'Nurse G T']",1978-4-1
"['Naylor E W', 'Murphey W H', 'Domoszlai E I', 'Guthrie R']",1978-4-1
"['Tobey R A', 'Deaven L L', 'Oka M S']",1978-5-1
"['Deaven L L', 'Oka M S', 'Tobey R A']",1978-5-1
"['Furukawa M', 'Sirianni S R', 'Tan J C', 'Huang C C']",1978-5-1
['Matagne R F'],1978-3-20
"['Hori T A', 'Nakai S']",1978-4-1
"['Sander C', 'Nilan R A', 'Kleinhofs A', 'Vig B K']",1978-4-1
"['Brewen J G', 'Payne H S']",1978-4-1
['Honeycombe J R'],1978-3-1
"['Kram D', 'Schneider E L', 'Singer L', 'Martin G R']",1978-3-1
"['Lo L W', 'Stich H F']",1978-3-1
"['Inui N', 'Nishi Y', 'Taketomi M']",1978-3-1
['Sobels F H'],1978-4-22
['Szegedi G'],1978-1-1
"['Pilling D W', 'Levick R K']",1978-2-28
"['Naroditsky B S', 'Zavizion B A', 'Karamov E V', 'Tikhonenko T I']",1978-3-1
"['Roseboro J A', 'Buchanan P', 'Norman A', 'Stern R']",1978-3-1
"['Wolff S', 'Rodin B']",1978-5-5
"['Skikne B S', 'Lynch S R', 'Bezwoda W R', 'Bothwell T H', 'Bernstein R', 'Katz J', 'Kramer S', 'Zucker M']",1978-1-14
['Kopenhager T'],1978-1-14
['Clegg M T'],1978-2-1
['Eshel I'],1978-2-1
"['Long S E', 'Williams C']",1978-2-18
"[""Il'in I V"", 'Rozovskiĭ I S', 'Trepakov E A', ""Murav'eva M V"", 'García Solano A']",1978-3-1
"['Kajii T', 'Ferrier A']",1978-5-1
"['Todorov A B', 'Merten D F', 'Borgaonkar D S', 'French B N']",1978-5-1
"['Reeves B R', 'Houghton J A']",1978-4-1
['Seligsohn U'],1978-6-1
"['Page B M', 'Coulter J B']",1978-6-3
"['Cheng W S', 'Tarone R E', 'Andrews A D', 'Whang-Peng J S', 'Robbins J H']",1978-6-1
"['Evans H J', 'Adams A C', 'Clarkson J M', 'German J']",1978-1-1
"['Schmid W', 'Fanconi G']",1978-1-1
"['Wahrman J', 'Cohen M M', 'Rosenmann A', 'Goitein R', 'Richler C', 'Dagan J']",1978-1-1
"['Winsor E J', 'Palmer C G', 'Ellis P M', 'Hunter J L', 'Ferguson-Smith M A']",1978-1-1
"['Boué J', 'Boué A']",1978-1-1
['Cattanach B M'],1978-1-1
"['Dutrillaux B', 'Croquette M F', 'Viegas-Pequignot E', 'Aurias A', 'Coget J', 'Couturier J', 'Lejeune J']",1978-1-1
"[""O'Brien D"", 'Linnenbach A', 'Croce C M']",1978-1-1
['Harnden D G'],1978-2-1
"['Lancet M', 'Segal I', 'Sindel L']",1978-1-15
"['Otto P G', 'Toledo S', 'Richieri-Costa A', 'Otto P A', 'Vianna-Morgante A M', 'Kasahara S']",1978-4-24
"['Obe G', 'Herha J']",1978-4-24
['Wahlström J'],1978-4-24
"['Davidenkova E F', 'Verlinskaja D K', 'Mashkova M V']",1978-4-24
"['Shabtai F', 'Weiss S', 'van der Lijn E', 'Lewinski U', 'Djaldetti M', 'Halbrecht I']",1978-4-24
"['Schmid M', 'Henrichs I', 'Nestler H', 'Knörr-Gärtner H', 'Teller W M', 'Krone W']",1978-4-24
"['Hiller C', 'Bischoff M', 'Schmidt A', 'Bender K']",1978-4-24
"['Teng Y S', 'Tan S G', 'Lopez C G', 'Ng T', 'Lie-Injo L E']",1978-4-24
"['Müller D', 'Strasser F F', 'Röhrborn G', 'Fränz J', 'Grafe A', 'Mittenburger H G', 'Träger H', 'Pawlowitzki I H', 'Nautsch C', 'Okimoto S', 'Frohberg H', 'Schencking M S']",1978-5-16
['Basler A'],1978-5-16
['Fränz J'],1978-5-16
"['Bauchinger M', 'Gebhart E', 'Fonatsch C', 'Schmid E', 'Müller W', 'Obe G', 'Beek B', 'Göbel D', 'Radenbach K L']",1978-5-16
"['Miltenburger H G', 'Träger H', 'Adler I D', 'Schmaltz A', 'Rathenberg R', 'Schwegler H', 'Pawlowitzki I H', 'Nautsch C', 'Müller D']",1978-5-16
"['Adler I D', 'Schmaltz A', 'Rathenberg R', 'Müller D', 'Strasser F F', 'Perret R']",1978-5-16
"['Röhrborn G', 'Sezer V', 'Adler I D', 'Schmaltz A', 'Pawlowitzki I H', 'Nautsch C']",1978-5-16
['Basler A'],1978-5-16
"['Smith G', 'McCaa A', 'Kelly T E']",1978-5-16
"['Ishihara T', 'Kohno S', 'Hayata I', 'Kumatori T']",1978-5-16
"['Ryder L P', 'Andersen E', 'Svejgaard A']",1978-1-1
"['Yu C W', 'Borgaonkar D S', 'Bolling D R']",1978-1-1
"['Pflugshaupt R', 'Scherz R', 'Bütler R']",1978-1-1
"['Shiono H', 'Kadowaki J']",1978-3-1
['Gehring W J'],1978-2-1
"['Nordenson I', 'Beckman G', 'Beckman L', 'Nordström S']",1978-1-1
"['Uenaka H', 'Ueda N', 'Maeda S', 'Sugiyama T']",1978-6-1
"['Franceschetti A', 'Fiore C', 'Korol S', 'Klein D']",1978-4-1
['Forni A'],1978-1-1
['Neuhäuser G'],1978-5-1
"['Sotomayor R E', 'Sega G A', 'Cumming R B']",1978-5-1
"['Zaccaria A', 'Tura S']",1978-6-22
"['Elston R C', 'Namboodiri K K', 'Spence M A', 'Rainer J D']",1978-1-1
"['Garretta M', 'Muller A', 'Salmon C']",1978-2-1
"['Colino F', 'Campillo F']",1978-1-1
"['Gazit E', 'Brautbar C', 'Efter T', 'Cohen R', 'Yehoshua H', 'Zamir R']",1978-3-1
"['Brautbar C', 'Zamir R', 'Efter T', 'Gazit E']",1978-3-1
"['Bonné-Tamir B', 'Bodmer J G', 'Modai J']",1978-3-1
"['Zamir R', 'Brautbar C', 'Mizrachi Y', 'Yehoshua H', 'Gazit E']",1978-3-1
"['Gazit E', 'Zamir R', 'Efter T', 'Zfat Z', 'Brautbar C']",1978-3-1
"['Bonné-Tamir B', 'Bodmer J G', 'Modai J']",1978-3-1
"['Gazit E', 'Brautbar C', 'Mizrachi Y', 'Cohen R', 'Yehoshua H', 'Zamir R']",1978-3-1
"['Bonné-Tamir B', 'Bodmer J G', 'Young D', 'Ashbel S']",1978-3-1
"['Bonné-Tamir B', 'Bodmer J G', 'Bodmer W F', 'Pickbourne P', 'Brautbar C', 'Gazit E', 'Nevo S', 'Zamir R']",1978-3-1
"['Tchen P', 'Bois E', 'Feingold N', 'Grenand F', 'Degos L']",1978-3-1
"[""Chebotar' N A""]",1978-1-1
"['Jemilev Z A', 'Komor A', 'Schubert K', 'Ponsold K', 'Grosse P', 'Oettel M', 'Strecke J']",1978-1-1
"['Müller R', 'Ritter C']",1978-1-1
"['Khannanova F K', 'Lebedev B V', 'Kozlova S I', 'Mirzabaeva R Kh', 'Tavakalova I Kh']",1978-1-1
"['Lange K', 'Gladstien K', 'Zatz M']",1978-3-1
"['Naidu J M', 'Veerraju P', 'Mukherjee D P']",1978-5-1
"['Tiburcio V', 'Romero A', 'De Garay A L']",1978-3-1
"['Tanis R J', 'Ueda N', 'Satoh C', 'Ferrell R E', 'Kishi-Moto S', 'Neel J V', 'Hamilton H B', 'Ohno N']",1978-5-1
"['Neel J V', 'Ueda N', 'Satoh C', 'Ferrell R E', 'Tanis R J', 'Hamilton H B']",1978-5-1
"['Hassold T J', 'Matsuyama A', 'Newlands I M', 'Matsuura J S', 'Jacobs P A', 'Manuel B', 'Tsuei J']",1978-5-1
"['Matthysse S', 'Kidd K K']",1978-5-1
"['Davie A M', 'Smith C', 'Curnow R N', 'Holloway S M']",1978-5-1
"['Carlson R', 'Welch Q B']",1978-5-1
['Li C C'],1978-5-1
['Smith C A'],1978-5-1
['Fishman G A'],1978-5-1
"['Shows T B', 'Brown J A', 'Haley L L', 'Byers M G', 'Eddy R L', 'Cooper E S', 'Goggin A P']",1978-1-1
"['Zaccaria A', 'Barbieri E', 'Mantovani W', 'Tura S']",1978-3-31
['Prosser J S'],1978-5-1
"['McParland R H', 'Engelking H M', 'Pearson G D']",1978-5-23
['Danes B S'],1978-6-1
"['Boczkowski K', 'Mikkelsen M', 'Poulsen H']",1978-5-1
['Beaudet A L'],1978-3-1
"['El-Fiky S M', 'Taha Y M']",1978-1-1
"['Cherfas N B', 'Truveller K A']",1978-4-1
"['Shevchenko V A', 'Pechkurenkov V L', 'Abramov V I', 'Zuev N D', 'Suvorova L I']",1978-4-1
"['Brun A', 'Gustafson L', 'Mitelman F']",1978-1-1
"['Pevnitskii L A', 'Fedrunova V S', 'Nazarova E K', 'Levin A I', 'Garkavenko O S']",1978-5-1
"['Schiøtz P O', 'Høiby N', 'Morling N', 'Sørensen H']",1978-1-1
['Murphy E A'],1978-3-1
"['Gani J', 'Saunders I']",1978-5-8
['Matseliukh B P'],1978-3-1
"['Sarto F', 'Stella M', 'Acqua A']",1978-3-1
"['Sadasivan G', 'Rani G', 'Kumari C K']",1978-5-1
"['Huang S L', 'Saggioro D', 'Michelmann H', 'Malling H V']",1978-5-1
"['Furukawa M', 'Huang C C']",1978-5-1
['Nevstad N P'],1978-5-1
"['Garapin A C', 'Lepennec J P', 'Roskam W', 'Perrin F', 'Cami B', 'Krust A', 'Breathnach R', 'Chambon P', 'Kourilsky P']",1978-6-1
"['Tice R', 'Windler G', 'Bary J M']",1978-6-15
"['Goldfarb A', 'Seaman E', 'Daniel V']",1978-6-15
"['Pollock T J', 'Tessman I', 'Tessman E S']",1978-7-6
['Ford E H'],1978-7-13
"['Lalley P A', 'Minna J D', 'Francke U']",1978-7-13
"['Erickson R P', 'Lewis S E', 'Slusser K S']",1978-7-13
['Dorofeev A E'],1978-1-1
"['Holmes L B', 'Fields J P', 'Zabriskie J B']",1978-4-1
['Gasiorowski K'],1978-1-1
"['Prein A E', 'Thie G M', 'Alink G M', 'Koeman J H', 'Poels C L']",1978-5-1
"['Amorena B', 'Stone W H']",1978-7-14
"['Kato T', 'Ishikawa K', 'Nemoto R', 'Senoo A', 'Amano Y']",1978-4-1
"['Fuerst C R', 'Bingham H']",1978-6-15
"['Zaĭtsev A N', 'Osipova I N']",1978-5-1
"['Smorodintsev A A', 'Aksenov O A', 'Konstantinova I K', ""Vil'ner L M"", 'Tinufanov A V']",1978-3-1
"['Fazekas T', 'Bach K', 'Tóth S', 'Bodor F']",1978-5-15
['Zernahle K'],1978-4-1
"['Cortivo P', 'Breda F', 'Ongaro G', 'Bareggi G', 'Ferraretto L']",1978-5-29
"['Suzuki T', 'Kashimura S', 'Umetsu K', 'Kudo T']",1978-5-29
"['Kühnl P', 'Spielmann W']",1978-5-29
"['Hall J G', 'Powers E K', 'Mcllvaine R T', 'Ean V H']",1978-1-1
"['Dewald G', 'Spurbeck J L', 'Gordon H']",1978-1-1
"['Kristesashvili D I', 'Baramidze M V', 'Berishvili K N']",1978-5-1
"['Benítez J', 'Ramos M C', 'Escorihuela R', 'Hernández Merino H']",1978-3-1
"['Bétend B', 'Scherrer M', 'Evrard A', 'Votan-Bonnamour B', 'Hermier M']",1978-3-1
"['Benjamin D', 'Sperling O', 'Weinberg A', 'Pinkhas J']",1978-4-1
['Baĭramian T L'],1978-6-1
['Feingold J'],1978-1-1
"['Trewyn R W', 'Kerr S J']",1978-8-1
"['Musilová J', 'Michalová K']",1978-1-1
"['Bishun N P', 'Eddie H', 'Williams D C']",1978-6-1
"['Hungerford D A', 'Hungerford A M']",1978-1-1
"['Henderson A S', 'Yu M T', 'Atwood K C']",1978-1-1
"['Chemke J', 'Fishel E', 'Zalish M', 'Sagiv M']",1978-5-22
"['Przybelski R J', 'Tweedell K S']",1978-1-1
"['Bundey S', 'Griffiths M I', 'Young J A']",1978-6-1
['Snyder L R'],1978-7-1
['Snyder L R'],1978-7-1
"['Sineokiĭ S P', 'Krylov V N']",1978-1-1
"['Zankl H', 'Huwer H']",1978-6-9
['Niebuhr E'],1978-6-9
"['Trabuchet G', 'Benabadji M', 'Labie D']",1978-6-9
"['Greiner J', 'Schleiermacher E', 'Smith T', 'Lenhard V', 'Vogel F']",1978-6-9
"['Ropers H H', 'Hitzeroth H W', 'Hameister H', 'Wolff G', 'Geerthsen J M']",1978-6-9
"['Junien C', 'Vibert M', 'Weil D', 'Van-Cong N', 'Kaplan J C']",1978-6-27
"['Sparkes R S', 'Bass H N', 'Sparkes M C']",1978-6-27
"['Olaisen B', 'Teisberg P', 'Gedde-Dahl T', 'Thorsby E']",1978-6-27
"['Witkowski R', 'Ullrich E', 'Piede U']",1978-6-27
"['Kühnl P', 'Spielmann W']",1978-7-12
"['Kühnl P', 'Spielmann W']",1978-7-12
"['Sahai S', 'Srivastava N', 'Goel B K', 'Srivastava L M']",1978-7-12
"['Shafer W M', 'Iandolo J J']",1978-4-1
"['Parsons P G', 'Morrison L']",1978-4-15
"['Fialkow P J', 'Bryant J I', 'Friedman J M']",1978-4-15
['Kovacs G'],1978-6-15
['Hossfeld D K'],1978-6-15
"['Richkind K E', 'Richkind M']",1978-3-1
"['Quack B', 'Nantois Y', 'Mottet J', 'Noël B']",1978-3-1
"['Rivelis C F', 'Coco R', 'Bergada C']",1978-3-1
"['Chakravartti M R', 'Chakravartti R']",1978-6-1
"['Crippa L', 'Marcoz J P', 'Klein D', 'Bourquin D']",1978-6-1
"['Carey J C', 'Hall B D']",1978-8-1
"['Gillette P C', 'Freed D', 'McNamara D G']",1978-8-1
"['Kurnit D M', 'Steele M W', 'Pinsky L', 'Dibbins A']",1978-8-1
['Amarose A P'],1978-6-1
"['Hsu L Y', 'Paciuc S', 'David K', 'Cristian S', 'Moloshok R', 'Hirschhorn K']",1978-6-1
"['Fass B', 'Kaplan S', 'Lippe B', 'Sparkes R S']",1978-6-1
"['Ohi S', 'Ramirez J L', 'Upholt W B', 'Dawid I B']",1978-5-25
"['Pachl C A', 'Yound E T']",1978-6-15
['Check W'],1978-9-1
"[""Sevan'kaev A V"", 'Nasonov A P']",1978-6-1
['Nebert D W'],1978-1-1
"['van Buul P P', 'Ricordy R', 'Spirito F', 'Tates A D']",1978-6-1
['Taylor A M'],1978-6-1
['Shiraishi Y'],1978-7-1
['Allet B'],1978-8-10
"['Malanetto C', 'Splendido M', 'Spinelli V', 'Zagami L']",1978-5-1
['Kirkman H N'],1978-6-1
['Seignalet J'],1978-4-14
"['Bertazzoni U', 'Scovassi A I', 'Stefanini M', 'Giulotto E', 'Spadari S', 'Pedrini A M']",1978-6-1
"['Vologodskii A V', 'Frank-Kamenetskii M D']",1978-7-1
"['Sirianni S R', 'Huang C C']",1978-6-1
"['Carnevale A', 'Frías S', 'del Castillo V']",1978-4-1
"['Hess O M', 'Goebel N H', 'Streuli R']",1978-8-5
"['Deknudt G', 'Deminatti M']",1978-5-1
['Birbin S S'],1978-5-1
"['Blumenthal M N', 'Dalmasso A P', 'Roitman B', 'Kelly J', 'Noreen H', 'Emmy L', 'Mendell N R', 'Yunis E J']",1978-9-1
"['Chakravarti A', 'Chakraborty R']",1978-5-1
"['Wagener D', 'Cavalli-Sforza L L', 'Barakat R']",1978-5-1
['Ewens W J'],1978-5-1
"['Funderburk S J', 'Guthrie D', 'Lind R C', 'Muller H M', 'Sparkes R S', 'Westlake J R']",1978-1-1
"['Schell L M', 'Agarwal S S', 'Blumberg B S', 'Levy H', 'Bennett P H', 'Laughlin W S', 'Martin J P']",1978-7-1
"['Fulmer J D', 'Sposovska M S', 'von Gal E R', 'Crystal R G', 'Mittal K K']",1978-7-1
"['Emerit I', 'Lévy A', 'Vaillaud J C']",1978-2-1
"['Kurlov O V', 'Koĭfman E K', ""Gol'dberg E D""]",1978-6-1
['Silberstein A J'],1978-1-1
"['Rieder R O', 'Gershon E S']",1978-7-1
"['Matsuyama S S', 'Charuvastra V C', 'Jarvik L F', 'Fu T K', 'Sanders K', 'Yen F S']",1978-8-1
"['Britton J', 'Thaler L']",1978-4-1
"['Womack J E', 'Auerbach S B']",1978-4-1
"['Dizik M', 'Elliott R W']",1978-4-1
"['Cam A E', 'Cooper D W']",1978-4-1
"['Bonhomme F', 'Selander R K']",1978-4-1
"['Dikshith T S', 'Chandra S V']",1978-6-1
['Carter C O'],1978-6-1
"['Heddle J A', 'Lue C B', 'Saunders E F', 'Benz R D']",1978-9-1
"['Bonafede R P', 'Beighton P']",1978-7-1
"['Kjessler B', 'Gustavson K H', 'Wigertz A']",1978-7-1
"['Pollock D L', 'Fechheimer N S']",1978-1-1
"['Faust J', 'Kotlarek F', 'Habedank M']",1978-8-17
"['Kram D', 'Schneider E L', 'Tice R R', 'Gianas P']",1978-7-1
"['Eredero L', 'Granda I', ""Al'tland K""]",1978-6-1
['de Serres F J'],1978-6-1
"['Sukernik R I', 'Karaphet T M', 'Osipova L P']",1978-1-1
"['Constans J', 'Richard P', 'Viau M']",1978-1-1
"['Carter N D', 'van Loghem E', 'Marshall W H', 'Newton R M', 'West C M']",1978-1-1
['Roychoudhury A K'],1978-1-1
"['Carter N D', 'West C M', 'Barnard J M', 'Farid N R', 'Larsen B', 'Marshall W H']",1978-1-1
"['Freire-Maia N', 'de Andrade F L', 'de Athayde-Neto A', 'Cavalli I J', 'Oliveira J C', 'Marçallo F A', 'Coelho A']",1978-1-1
"['Saha N', 'Jeremiah S J', 'Povey S']",1978-1-1
"['Mauff G', 'Wachauf P', 'Schaal K P', 'Pulverer G']",1978-1-1
"['Tran M H', 'Daveau M', 'Dumitresco S M', 'Rivat L']",1978-1-1
"['Wenger S L', 'Turner J H', 'Petricciani J C']",1978-6-1
"['Mulherkar L', 'Navlurkar P', 'Joshi M V']",1978-4-1
['Srivastava G'],1978-3-1
"['Perry W', 'Stamp T C']",1978-8-1
"['Taillemite J L', 'Portnoi M F', 'Van den Akker J', 'Leporrier N', 'Marmor D', 'Roux C']",1978-4-1
"['Natsuume-Sakai S', 'Hayakawa J I', 'Takahashi M']",1978-8-1
"['Pearn J', 'Bundley S', 'Carter C O', 'Wilson J', 'Gardner-Medwin D', 'Walton J N']",1978-7-1
"['Nicholls P', 'Martin J M', 'Kahn J']",1978-7-20
['Charlesworth B'],1978-7-20
"['Hopwood D A', 'Wright H M']",1978-7-4
"['Rudak E', 'Jacobs P A', 'Yanagimachi R']",1978-8-31
"['Andresen E', 'Jensen P']",1978-6-1
"['Reddy A L', 'Fialkow P G', 'Salo A']",1978-9-8
"['Law M L', 'Kao F T']",1978-7-1
['Androshchuk A F'],1978-1-1
"['Frolov A K', 'Chaĭkovskaia T L', 'Frolov V K']",1978-1-1
"['Bariliak I R', 'Neumerzhitskaia L V', 'Turkevich A N']",1978-1-1
['Krivda G F'],1978-1-1
['Zhanchiv Ts'],1978-3-1
"['Logvinenko V F', 'Morgun V V']",1978-5-1
"['Zaliubovskaia N P', 'Kiselev R I']",1978-5-1
"['Voroshilin S I', 'Plotko E G', 'Fink T V', 'Nikiforova V Ia']",1978-5-1
"['Ganina K P', 'Polishchuk L Z', 'Gritsenko A F', 'Kireeva S S']",1978-5-1
"[""Il'inskikh N N"", ""Il'inskikh I N"", 'Makarov L N', 'Chernoskutova S A']",1978-4-1
"['Maganova N B', 'Zaĭtsev A N']",1978-7-1
"['Timoshenko L I', 'Burka N I']",1978-7-1
['Koller W'],1978-7-1
"['Grüner O', 'Simeoni E']",1978-8-28
"['Yamashiro S', 'Gilman J P', 'Basrur P K', 'Abandowitz H M']",1978-5-1
['Schulman J L'],1978-7-1
"['Williams D R', 'Cartwright R A']",1978-5-1
['Wilson S R'],1978-7-1
['Denniston C'],1978-7-1
"['Suarez B K', 'Rice J', 'Reich T']",1978-7-1
"['Thompson E A', 'Cannings C', 'Skolnick M H']",1978-7-1
"['Brøgger A', 'Waksvik H', 'Thune P']",1978-5-31
['Odièvre M'],1978-5-1
"['Levisky R B', 'Scaff M', 'Levy J A', 'Lusvarghi E', 'Serrano C P']",1978-9-1
"['van Abeelen J H', 'de Vries A E']",1978-3-1
['Mendoza H R'],1978-11-1
"['Engel L W', 'Young N A', 'Tralka T S', 'Lippman M E', ""O'Brien S J"", 'Joyce M J']",1978-10-1
"['Gupta R S', 'Chan D Y', 'Siminovitch L']",1978-8-1
['Shokeir M H'],1978-8-1
"['Bois E', 'Feingold J', 'Demenais F', 'Runavot Y', 'Jehanne M', 'Toudic L']",1978-8-1
"['Guizar-Vázquez J', 'Arredondo-Vega F', 'Rostenberg I', 'Manzano C', 'Armendares S']",1978-8-1
"['Schneider E L', 'Monticone R E']",1978-9-1
"['Lebedeva L I', 'Ostrovskaia R M', 'Tsimmerman V G']",1978-2-1
"['Kuleshov N P', 'Bochkov N P', 'Alekhin V I', 'Debova G A', 'Platonova V I']",1978-2-1
"['Markowska J', 'Rucki T', 'Simm S', 'Siwek E']",1978-5-1
"['Konícek J', 'Konícková-Radochová M']",1978-1-1
"['Kondra P M', 'Ray M']",1978-8-31
"['Chakraborty R', 'Roychoudhury A K']",1978-8-31
"['Schröder J', 'Suomalainen H', 'van der Loo W', 'Schröder E']",1978-1-1
"['Mark J', 'Ekedahl C', 'Dahlenfors R']",1978-1-1
"['Klásterská I', 'Ramel C']",1978-1-1
"['Nordenson I', 'Beckman G', 'Beckman L', 'Nordström S']",1978-1-1
"['van Loghem E', 'Salimonu L', 'Williams A I', 'Osunkoya B O', 'Boyd A M', 'de Lange G', 'Nijenhuis L E']",1978-6-1
"['Iványi D', 'Zemek P', 'Iványi P']",1978-6-1
['Takeshita K'],1978-5-1
['Konishi S'],1978-5-1
['Nakagome Y'],1978-5-1
['Yanagisawa S'],1978-5-1
"['Kamada N', 'Tanaka R']",1978-5-1
"['Hashimoto M', 'Harada S', 'Omoto K']",1978-6-1
"['Kogame K', 'Fukuhara T', 'Maeda A', 'Kudo Y']",1978-6-1
"['Azumi J', 'Kohama G', 'Sasaki M']",1978-6-1
"['Fujita Y', 'Tanimura M', 'Tanaka K']",1978-6-1
"['Selby P B', 'Selby P R']",1978-8-1
"['Thacker J', 'Stephens M A', 'Stretch A']",1978-8-1
"['Hansteen I L', 'Hillestad L', 'Thiis-Evensen E', 'Heldaas S S']",1978-8-1
"['Levine L S', 'Zachmann M', 'New M I', 'Prader A', 'Pollack M S', ""O'Neill G J"", 'Yang S Y', 'Oberfield S E', 'Dupont B']",1978-10-26
"['Tabachnick W J', 'Powell J R']",1978-4-6
['Kaback M M'],1978-8-1
"['Bocian M E', 'Kaback M M']",1978-8-1
"['Krzeska I', 'Korniszewski L', 'Duszczyk E', 'Markocki Z']",1978-8-1
"['Volovitch M', 'Drugeon C', 'Yot P']",1978-8-1
"['Saugabaeva K M', 'Eidus L Kh', 'Ganassi E E']",1978-7-1
['Pechkurenkov V L'],1978-7-1
"['Norman A', 'Adams F H', 'Riley R F']",1978-10-1
"['Säfwenberg J', 'Backman U', 'Danielson B G', 'Johansson G', 'Ljunghall S']",1978-1-1
['Maugh T H'],1978-9-29
"['Chen Y T', 'Worthy T E', 'Krooth R S']",1978-5-1
"['Sieber S M', 'Whang-Peng J', 'Botkin C', 'Knutsen T']",1978-8-1
"[""O'Donald P""]",1978-4-1
"['Auslander D', 'Guckenheimer J', 'Oster G']",1978-4-1
"['Selby R', 'Barnard J M', 'Buehler S K', 'Crumley J', 'Larsen B', 'Marshall W H']",1978-5-1
"['Grosse-Wilde H', 'Wüstner H', 'Albert E D', 'Kuntz B', 'Scholz S', 'Braun-Falco O']",1978-5-1
"['Khan M A', 'Kushner I', 'Braun W E', 'Zachary A A', 'Steinberg A G']",1978-5-1
"['Eisenberg H', 'Terasaki P I', 'Sharma O P', 'Mickey M R']",1978-5-1
"['Balner H', 'van Vreeswijk W', 'Roger J H', ""D'Amaro J""]",1978-7-1
"['Rigby R J', 'Dawkins R L', 'Wetherall J D', 'Hawkins B R']",1978-7-1
"['Philip J', 'Bang J']",1978-10-9
['Nielsen J'],1978-10-9
[],1978-10-9
"['Jones M O', 'Herskowitz I']",1978-7-15
"['Lewis M', 'Kaita H', 'McAlpine P J', 'Fletcher J', 'Moulds J J']",1978-1-1
"['Hoffman J I', 'Christianson R']",1978-10-1
"['Corberand J', 'De Larrard B', 'Vergnes H', 'Carrière J P']",1978-8-1
['Starke G'],1978-1-1
['Sinnecker H'],1978-1-1
[],1978-7-1
"['Levitt R', 'Pierre R V', 'White W L', 'Siekert R G']",1978-11-1
"['Sirianni S R', 'Huang C C']",1978-6-1
"['Flavell R A', 'Kooter J M', 'De Boer E', 'Little P F', 'Williamson R']",1978-9-1
"['Suerinck E', 'Noël B', 'Rethore M O']",1978-9-1
"['Wisniewski L', 'Politis G D', 'Higgins J V']",1978-9-1
"['Morton N E', 'Gulbrandsen C L', 'Rhoads G G', 'Kagan A']",1978-10-1
"['Tsoneva M', 'Krachunova M', 'Vulkova G']",1978-1-1
"['Zmijewski C M', 'Engel E', 'Croce C M']",1978-8-1
"['Adamkiewicz J', 'Veres-Molnár Z', 'Büttner W']",1978-10-15
"['Kajii T', 'Ohama K', 'Mikamo K']",1978-9-19
['Madan K'],1978-9-19
['Propert D N'],1978-9-19
"['Miller D A', 'Breg W R', 'Warburton D', 'Dev V G', 'Miller O J']",1978-9-19
"['Danesino C', ""D'Azzo A"", 'Maraschio P', 'Fraccaro M']",1978-9-19
"['Welch S G', 'Swindlehurst C A', 'McGregor I A', 'Williams K']",1978-9-19
"['Welch S G', 'Lee J', 'McGregor I A', 'Williams K']",1978-9-19
"['Chakraborty R', 'Roychoudhury A K']",1978-9-19
"['Sparkes R S', 'Ling S M', 'Muller H']",1978-9-19
"['Phadke M A', 'Mutalik G S', 'Sainani G S', 'Phadke M V', 'Kate S L', 'Khedkar V A']",1978-5-1
"['Virtaranta K', 'Kirjarinta M', 'Eriksson A W', 'Sahl T']",1978-1-1
"['Grindley J N', 'Godson G N']",1978-9-1
